Snapshot_Month,App_Name,Total_Volume_Mn,Total_Value_Cr,Network_Volume,Market_Share_Pct,Market_Share_Squared
2024-01-01,Paytm,1569.63,192614.74,12325.59,12.734725071984384,162.17322265902766
2024-01-01,Cred,108.86,38229.82,12325.59,0.8832031570091168,0.7800478165508706
2024-01-01,Axis Bank Apps,80.17,5721.57,12325.59,0.6504353949790639,0.42306620304157083
2024-01-01,Amazon Pay,59.48,6288.95,12325.59,0.4825732480149023,0.23287693969965242
2024-01-01,ICICI Bank Apps,40.62,24115.98,12325.59,0.3295582604970634,0.10860864706185029
2024-01-01,FAM,36.62,418.33,12325.59,0.2971054529641177,0.08827165018101357
2024-01-01,HDFC Bank Apps,30.98,5475.95,12325.59,0.25134699434266433,0.06317531156509133
2024-01-01,BHIM,29.98,8778.61,12325.59,0.2432337924594279,0.05916267779419604
2024-01-01,Kotak Mahindra Bank Apps,28.24,4981.01,12325.59,0.22911682118259652,0.05249451774881791
2024-01-01,WhatsApp,26.08,2132.83,12325.59,0.21159230511480584,0.04477130358379709
2024-01-01,Yes Bank Apps,23.28,11618.77,12325.59,0.1888753398417439,0.03567389400033425
2024-01-01,Bajaj Finserv,19.87,2737.66,12325.59,0.16120932141990768,0.025988445312667106
2024-01-01,Airtel Payments Bank Apps,13.24,902.43,12325.59,0.10741879293405023,0.011538797075408358
2024-01-01,Groww,9.41,6540.35,12325.59,0.07634522972125472,0.005828594101191156
2024-01-01,State Bank of India Apps,6.13,2426.73,12325.59,0.04973392754423926,0.002473463548975641
2024-01-01,Samsung Pay,5.73,518.32,12325.59,0.04648864679094469,0.0021611942804532123
2024-01-01,IDFC Bank Apps,5.47,1448.5,12325.59,0.044379214301303226,0.001969514662000997
2024-01-01,Federal Bank Apps,5.33,674.05,12325.59,0.043243366037650124,0.0018699887062661922
2024-01-01,Mobikwik,5.19,1625.48,12325.59,0.04210751777399703,0.0017730430530874758
2024-01-01,Jupiter,4.97,665.54,12325.59,0.04032261335968501,0.0016259131481546482
2024-01-01,India Post Payments Bank Apps,4.69,461.95,12325.59,0.038050916832378816,0.0014478722717846096
2024-01-01,Deutsche Bank Apps,3.89,294.63,12325.59,0.03156035532578968,0.0009960560282901009
2024-01-01,Standard Chartered Bank Apps,3.68,746.46,12325.59,0.02985658293031003,0.0008914155442744803
2024-01-01,RBL Bank Apps,3.35,786.52,12325.59,0.027179226308842012,0.0007387103427472498
2024-01-01,Canara Bank Apps,2.62,758.31,12325.59,0.021256588934079425,0.00045184257311242784
2024-01-01,slice,2.01,407.98,12325.59,0.016307535785305204,0.00026593572338900985
2024-01-01,Jio Payments Bank Apps,1.51,137.62,12325.59,0.012250934843686997,0.00015008540454426413
2024-01-01,Punjab National Bank Apps,1.32,335.6,12325.59,0.010709426485872076,0.00011469181565629833
2024-01-01,Indian Bank Apps,1.29,322.39,12325.59,0.010466030429374983,0.00010953779294860309
2024-01-01,SLICE,1.26,41.97,12325.59,0.01022263437287789,0.00010450225352154452
2024-01-01,Omnicard,1.15,37.16,12325.59,0.009330182165721883,8.705229924555469e-05
2024-01-01,Bank of Baroda Apps,1.14,516.58,12325.59,0.00924905014688952,8.554492861967705e-05
2024-01-01,Union Bank Apps,1.11,451.7,12325.59,0.009005654090392428,8.110180559580187e-05
2024-01-01,Navi,0.96,54.5,12325.59,0.007788673807906965,6.066343968597598e-05
2024-01-01,CBDC Apps,0.88,48.08,12325.59,0.00713961765724805,5.0974140291688135e-05
2024-01-01,Gokiwi,0.74,105.76,12325.59,0.006003769393594952,3.604524693146749e-05
2024-01-01,DBS Digibank Apps,0.7,254.66,12325.59,0.0056792413182654945,3.2253781951093995e-05
2024-01-01,Karnataka Bank Apps,0.67,144.11,12325.59,0.005435845261768403,2.9548413709889997e-05
2024-01-01,AU Small Finance Bank Apps,0.66,259.49,12325.59,0.005354713242936038,2.867295391407458e-05
2024-01-01,Central Bank of India Apps,0.63,150.41,12325.59,0.005111317186438945,2.612556338038613e-05
2024-01-01,Shriram One,0.59,31.86,12325.59,0.004786789111109488,2.2913349994236367e-05
2024-01-01,FIFEDERAL,0.47,57.15,12325.59,0.0038132048851211176,1.4540531495911555e-05
2024-01-01,BPAYWALLET,0.43,88.49,12325.59,0.003488676809791661,1.217086588317812e-05
2024-01-01,MBK,0.39,57.77,12325.59,0.0031641487344622045,1.001183721379877e-05
2024-01-01,South Indian Bank Apps,0.33,105.23,12325.59,0.002677356621468019,7.168238478518645e-06
2024-01-01,Bank of India Apps,0.29,108.18,12325.59,0.002352828546138562,5.535802167524498e-06
2024-01-01,Fino Payments bank Apps,0.29,31.67,12325.59,0.002352828546138562,5.535802167524498e-06
2024-01-01,INDIE - Indus Ind,0.25,42.84,12325.59,0.0020283004708091055,4.114002799884439e-06
2024-01-01,UCO Bank Apps,0.21,76.62,12325.59,0.0017037723954796485,2.9028403755984597e-06
2024-01-01,HSBC Bank Apps,0.2,118.0,12325.59,0.0016226403766472842,2.6329617919260404e-06
2024-01-01,Other Apps,0.13,31.46,12325.59,0.0010547162448207347,1.1124263570887518e-06
2024-01-01,Tamilnad Mercantile Bank Apps,0.12,32.85,12325.59,0.0009735842259883706,9.478662450933747e-07
2024-01-01,Indian Overseas Bank Apps,0.11,29.92,12325.59,0.0008924522071560063,7.964709420576271e-07
2024-01-01,Ultracash,0.08,5.95,12325.59,0.0006490561506589137,4.212738867081665e-07
2024-01-01,Citi Bank Apps,0.08,79.39,12325.59,0.0006490561506589137,4.212738867081665e-07
2024-01-01,Digikhata,0.08,30.34,12325.59,0.0006490561506589137,4.212738867081665e-07
2024-01-01,TataNeu,0.08,11.48,12325.59,0.0006490561506589137,4.212738867081665e-07
2024-01-01,City Union Bank Apps,0.08,25.49,12325.59,0.0006490561506589137,4.212738867081665e-07
2024-01-01,IDBI Bank Apps,0.08,42.31,12325.59,0.0006490561506589137,4.212738867081665e-07
2024-01-01,Jupiter Edge (LivQuick PPI),0.05,14.71,12325.59,0.00040566009416182104,1.6456011199537752e-07
2024-01-01,Karur Vysya Bank Apps,0.04,15.23,12325.59,0.00032452807532945685,1.0531847167704162e-07
2024-01-01,NSDL Payments Bank Apps,0.04,5.77,12325.59,0.00032452807532945685,1.0531847167704162e-07
2024-01-01,Bank of Maharashtra Apps,0.04,8.06,12325.59,0.00032452807532945685,1.0531847167704162e-07
2024-01-01,DHANI,0.04,2.71,12325.59,0.00032452807532945685,1.0531847167704162e-07
2024-01-01,PAYTMWALLET,0.03,3.11,12325.59,0.00024339605649709265,5.924164031833592e-08
2024-01-01,MakeMyTrip,0.03,15.48,12325.59,0.00024339605649709265,5.924164031833592e-08
2024-01-01,Equitas Small Finance Bank Apps,0.03,23.19,12325.59,0.00024339605649709265,5.924164031833592e-08
2024-01-01,Timepay,0.03,0.33,12325.59,0.00024339605649709265,5.924164031833592e-08
2024-01-01,Allahabad Bank Apps,0.03,6.51,12325.59,0.00024339605649709265,5.924164031833592e-08
2024-02-01,Phonepe,5760.01,915586.0,12175.04,47.30998830393987,2238.234993318927
2024-02-01,Google Pay,4508.12,637264.65,12175.04,37.02755802034326,1371.0400529498863
2024-02-01,Paytm,1340.35,159569.47,12175.04,11.0089987384025,121.19805322214783
2024-02-01,Cred,111.53,38649.61,12175.04,0.9160544852419376,0.8391558199318712
2024-02-01,Amazon Pay,59.71,6278.02,12175.04,0.49042960023129284,0.24052119278302572
2024-02-01,BHIM,56.16,9052.16,12175.04,0.46127158514468936,0.2127714752618944
2024-02-01,ICICI Bank Apps,38.92,19687.47,12175.04,0.3196704076536915,0.10218916952947729
2024-02-01,FamPay by Trio,37.89,432.81,12175.04,0.31121047651588823,0.09685196069324623
2024-02-01,HDFC Bank Apps,37.37,4355.55,12175.04,0.30693944332010403,0.09421182186565535
2024-02-01,Kotak Mahindra Bank Apps,31.5,5127.03,12175.04,0.2587260493600021,0.06693916861743424
2024-02-01,Axis Bank Apps,30.93,8719.23,12175.04,0.25404433989539255,0.06453852663288574
2024-02-01,Whatsapp,26.76,2175.12,12175.04,0.2197939390753542,0.04830937565426051
2024-02-01,Yes Bank Apps,21.57,11344.81,12175.04,0.17716574237127763,0.03138770026996592
2024-02-01,Bajaj Finserv,19.22,2984.7,12175.04,0.1578639577364838,0.02492102915222634
2024-02-01,Airtel Payments Bank Apps,14.07,1028.35,12175.04,0.1155643020474676,0.013355107907718326
2024-02-01,Mobikwik,6.28,1793.84,12175.04,0.05158093936447025,0.002660593305721157
2024-02-01,SBI Bank Apps,6.2,2351.46,12175.04,0.05092385733434962,0.0025932392458091935
2024-02-01,Groww,5.78,3042.87,12175.04,0.047474176676216256,0.0022537974510845955
2024-02-01,Federal Bank Apps,5.74,717.81,12175.04,0.04714563566115594,0.0022227109618944588
2024-02-01,Samsung Pay,5.61,494.57,12175.04,0.0460778773622099,0.0021231707822068555
2024-02-01,IDFC First Bank Apps,5.54,1440.44,12175.04,0.045502930585854334,0.0020705166919010778
2024-02-01,India Post Payments Bank Apps,5.38,608.29,12175.04,0.04418876652561305,0.0019526470870551405
2024-02-01,Jupiter Money,5.0,669.43,12175.04,0.041067626882540016,0.0016865499777635234
2024-02-01,Standard Chartered Bank Apps,4.02,1587.3,12175.04,0.03301837201356217,0.0010902128904259855
2024-02-01,Slice,3.98,471.27,12175.04,0.032689830998501854,0.0010686250507106127
2024-02-01,Deutsche Bank Apps,3.43,377.62,12175.04,0.02817239204142245,0.000793683673335603
2024-02-01,RBL Bank Apps,2.82,574.05,12175.04,0.023162141561752565,0.0005364848017266656
2024-02-01,Canara Bank Apps,2.79,745.2,12175.04,0.022915735800457325,0.0005251309472763615
